URL,Version,Status,OIDs,Name,Title,Descriptino,Uses,Used,Sources
https://www.ehealth.fgov.be/standards/fhir/medication/ValueSet/condition-valueset,1.0.0,active,,Conditions,Antimicrobiology - Vaginitis-related conditions,"Antimicrobiology - S2 Get data to collect - Response - 1.4. ValueSet",,
urn:uuid:f0ad5cab-bd0d-45f7-b8a5-08cfedbc3fe8,null,active,,Conditions,Antimicrobiology - Vaginitis-related conditions,"Antimicrobiology - S2 Get data to collect - Response - 1.4. ValueSet",,
