URL,Version,Status,OIDs,Name,Title,Descriptino,Uses,Used,Sources
https://www.ehealth.fgov.be/standards/fhir/medication/ValueSet/condition-valueset,1.0.0,active,,,,"",,
urn:uuid:244927b3-1cf6-4a3b-962a-73844a510754,null,active,,,,"",,
